STATION,NAME,DATE,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL
USC00303851,"HIGHMARKET, NY US",6,,,2.79,4.25,5.8,13.2,8.8,3.0,0.8,4.39
USC00303851,"HIGHMARKET, NY US",7,,,2.97,4.71,5.56,13.2,8.5,3.0,1.2,4.56
USC00303851,"HIGHMARKET, NY US",8,,,3.33,4.86,6.17,12.6,8.5,3.3,1.3,4.78
USC00303851,"HIGHMARKET, NY US",9,,,4.34,5.61,7.41,13.7,9.1,3.9,1.9,5.81
USC00303851,"HIGHMARKET, NY US",10,,,3.75,5.29,7.59,15.7,10.1,4.1,1.5,5.8
USC00303851,"HIGHMARKET, NY US",11,,,4.44,5.02,5.9,16.0,10.8,3.2,1.1,5.25
USC00303851,"HIGHMARKET, NY US",12,,,4.07,5.1,6.36,19.3,12.1,3.2,1.0,5.33
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",1,16.6,1.7,,,,,,,,1.21
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",2,18.6,2.6,,,,,,,,1.26
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",3,21.3,2.5,,,,,,,,1.93
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",4,22.3,2.4,,,,,,,,2.66
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",5,24.3,1.8,,,,,,,,2.91
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",6,22.5,1.7,,,,,,,,3.58
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",7,22.3,2.0,,,,,,,,3.62
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",8,22.5,1.6,,,,,,,,3.33
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",10,20.3,1.7,,,,,,,,2.48
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",11,17.0,2.3,,,,,,,,2.72
USW00094704,"DANSVILLE MUNICIPAL AIRPORT, NY US",12,14.5,2.1,,,,,,,,1.94
USC00305796,"NEW YORK, NY US",1,12.0,1.2,2.21,3.29,4.41,10.9,6.6,2.6,0.8,3.5
USC00305796,"NEW YORK, NY US",3,14.6,1.4,2.31,3.78,4.91,10.7,6.9,2.8,0.9,4.15
USC00305796,"NEW YORK, NY US",4,15.8,1.2,2.8,3.84,5.06,11.7,6.8,2.4,1.1,4.14
USC00305796,"NEW YORK, NY US",5,16.2,1.3,2.67,3.75,4.53,11.3,7.0,3.1,1.2,4.05
USC00305796,"NEW YORK, NY US",6,15.5,1.4,2.72,3.98,5.18,10.3,6.8,2.7,1.2,4.16
USC00305796,"NEW YORK, NY US",7,14.7,1.3,3.48,4.32,6.28,10.3,6.8,2.8,1.5,4.85
USC00305796,"NEW YORK, NY US",8,14.2,1.0,2.41,4.03,5.88,9.3,5.8,2.8,1.1,4.18
USC00305796,"NEW YORK, NY US",10,14.3,1.2,1.59,3.42,5.17,8.8,5.4,2.4,1.2,3.81
USC00305796,"NEW YORK, NY US",11,12.8,1.3,2.04,3.16,4.99,9.4,6.0,2.8,1.1,3.56
USC00305796,"NEW YORK, NY US",12,11.6,1.1,2.26,4.01,4.77,10.1,5.8,2.7,0.8,3.68
USC00304025,"HUDSON CORRECTIONAL, NY US",1,17.9,2.4,1.54,2.46,3.66,8.4,5.6,2.2,0.5,2.7
USC00304025,"HUDSON CORRECTIONAL, NY US",2,19.2,2.5,1.55,2.19,2.85,7.9,5.2,1.9,0.4,2.4
USC00304025,"HUDSON CORRECTIONAL, NY US",3,21.2,2.8,1.9,3.32,4.42,8.7,5.8,2.2,1.0,3.41
USC00304025,"HUDSON CORRECTIONAL, NY US",4,25.1,2.6,2.11,3.36,4.81,10.5,7.0,2.3,0.9,3.62
USC00304025,"HUDSON CORRECTIONAL, NY US",5,25.6,2.4,2.04,3.54,4.58,11.7,8.2,2.4,0.8,3.78
USC00304025,"HUDSON CORRECTIONAL, NY US",6,23.9,2.9,2.29,3.67,5.13,11.7,8.0,3.2,1.1,4.11
USC00304025,"HUDSON CORRECTIONAL, NY US",7,23.5,2.2,2.52,3.52,5.16,10.8,7.2,2.7,1.0,3.99
USC00304025,"HUDSON CORRECTIONAL, NY US",8,22.3,2.1,2.56,3.53,4.0,9.3,6.7,2.4,1.1,3.83
USC00304025,"HUDSON CORRECTIONAL, NY US",9,21.3,2.4,2.15,3.56,4.96,8.9,6.5,2.7,1.1,4.07
USC00304025,"HUDSON CORRECTIONAL, NY US",10,21.5,2.3,1.99,2.91,5.71,9.5,6.0,2.7,1.3,4.18
USC00304025,"HUDSON CORRECTIONAL, NY US",11,17.8,2.5,2.34,3.15,3.92,9.2,5.9,2.3,0.9,3.23
USC00304025,"HUDSON CORRECTIONAL, NY US",12,15.8,2.0,1.94,2.92,4.31,9.0,6.1,2.4,0.6,3.22
USC00308944,"WANAKENA RANGER SCHOOL, NY US",1,22.5,2.9,2.49,2.79,3.52,16.4,9.4,1.1,0.2,2.99
USC00308944,"WANAKENA RANGER SCHOOL, NY US",2,24.3,3.3,1.61,2.3,3.18,13.2,7.4,0.9,0.2,2.44
USC00308944,"WANAKENA RANGER SCHOOL, NY US",3,23.7,3.8,2.14,2.73,3.44,12.9,7.8,1.3,0.2,2.88
USC00308944,"WANAKENA RANGER SCHOOL, NY US",4,21.9,2.2,2.14,3.05,4.15,12.5,8.1,1.9,0.2,3.21
USC00308944,"WANAKENA RANGER SCHOOL, NY US",5,24.2,3.3,2.78,3.78,4.83,13.8,9.4,2.3,0.5,3.87
USC00308944,"WANAKENA RANGER SCHOOL, NY US",6,23.0,2.7,3.08,4.15,5.09,13.6,8.8,2.8,0.6,4.1
USC00308944,"WANAKENA RANGER SCHOOL, NY US",7,22.5,2.6,3.31,4.59,5.77,12.6,8.7,3.0,1.0,4.78
USC00308944,"WANAKENA RANGER SCHOOL, NY US",8,22.7,1.9,2.28,4.23,5.62,12.2,8.4,2.7,0.9,4.1
USC00308944,"WANAKENA RANGER SCHOOL, NY US",9,22.3,2.5,3.39,4.01,5.25,12.4,8.6,2.9,1.0,4.5
USC00308944,"WANAKENA RANGER SCHOOL, NY US",10,19.9,2.4,2.74,3.63,5.28,14.3,9.1,3.1,0.8,4.1
USC00308944,"WANAKENA RANGER SCHOOL, NY US",11,17.8,2.2,2.73,3.83,5.62,15.1,9.4,2.3,0.5,3.97
USC00308944,"WANAKENA RANGER SCHOOL, NY US",12,18.3,3.7,2.35,2.82,3.69,16.4,9.1,1.4,0.3,3.24
USC00300183,"ANGELICA, NY US",1,21.1,2.9,1.25,2.12,3.08,14.2,6.6,1.0,0.1,2.25
USC00300183,"ANGELICA, NY US",2,24.0,3.8,1.24,1.93,2.44,11.1,6.0,0.9,0.2,1.99
USC00300183,"ANGELICA, NY US",4,28.2,3.2,1.96,3.3,3.95,13.2,7.9,1.9,0.3,3.16
USC00300183,"ANGELICA, NY US",5,29.7,2.9,2.22,3.09,3.61,12.9,8.2,2.1,0.6,3.32
USC00300183,"ANGELICA, NY US",7,26.5,2.7,2.65,3.62,4.93,12.2,8.3,2.8,0.8,4.06
USC00300183,"ANGELICA, NY US",8,26.1,2.4,2.7,3.52,4.94,11.4,7.8,2.6,0.9,4.0
USC00300183,"ANGELICA, NY US",9,26.5,3.5,2.65,3.68,4.59,12.0,7.8,2.5,0.7,3.7
USC00300183,"ANGELICA, NY US",10,26.0,3.0,2.18,2.94,4.19,12.8,7.6,1.9,0.5,3.28
USC00300183,"ANGELICA, NY US",11,20.8,3.1,2.09,2.92,3.87,13.4,7.7,1.9,0.4,3.15
USC00300183,"ANGELICA, NY US",12,18.3,3.4,1.8,2.38,3.31,13.2,7.3,1.3,0.1,2.57
USC00306525,"PERRYSBURG, NY US",1,,,,,,,,,,4.33
USC00306525,"PERRYSBURG, NY US",2,,,,,,,,,,3.49
USC00306525,"PERRYSBURG, NY US",3,,,,,,,,,,3.43
USC00306525,"PERRYSBURG, NY US",4,,,,,,,,,,3.78
USC00306525,"PERRYSBURG, NY US",5,,,,,,,,,,3.83
USC00306525,"PERRYSBURG, NY US",6,,,,,,,,,,4.37
USC00306525,"PERRYSBURG, NY US",7,,,,,,,,,,4.17
USC00306525,"PERRYSBURG, NY US",8,,,,,,,,,,4.48
USC00306525,"PERRYSBURG, NY US",9,,,,,,,,,,5.43
USC00306525,"PERRYSBURG, NY US",10,,,,,,,,,,4.01
USC00306525,"PERRYSBURG, NY US",11,,,,,,,,,,4.54
USC00306525,"PERRYSBURG, NY US",12,,,,,,,,,,5.1
USC00308946,"WANTAGH CEDAR CREEK, NY US",1,13.0,1.5,2.11,2.95,4.29,9.7,5.8,2.2,0.7,3.22
USC00308946,"WANTAGH CEDAR CREEK, NY US",2,13.3,1.6,1.8,2.45,3.16,8.8,5.6,1.6,0.6,2.78
USC00308946,"WANTAGH CEDAR CREEK, NY US",3,14.3,1.7,2.69,3.98,5.27,9.7,6.8,2.7,1.0,4.04
USC00308946,"WANTAGH CEDAR CREEK, NY US",4,15.5,1.8,3.23,4.0,4.97,10.9,6.7,2.7,1.2,4.2
USC00308946,"WANTAGH CEDAR CREEK, NY US",5,16.2,1.7,2.51,3.22,4.09,10.4,6.6,2.3,0.9,3.56
USC00308946,"WANTAGH CEDAR CREEK, NY US",6,16.4,3.0,2.13,2.83,4.28,9.7,6.2,2.2,1.0,3.5
USC00308946,"WANTAGH CEDAR CREEK, NY US",7,15.5,1.9,2.47,3.25,4.14,8.9,6.0,2.5,0.8,3.38
USC00308946,"WANTAGH CEDAR CREEK, NY US",11,14.7,2.3,1.77,2.96,4.56,8.7,6.3,2.6,0.8,3.41
USC00308946,"WANTAGH CEDAR CREEK, NY US",12,13.0,1.4,2.14,3.62,4.51,10.2,6.9,2.7,0.9,3.65
USC00300063,"ALCOVE DAM, NY US",1,19.4,2.8,1.32,1.99,3.87,9.6,5.4,1.8,0.5,2.55
USC00300063,"ALCOVE DAM, NY US",2,20.9,3.3,1.12,1.81,2.85,8.3,4.6,1.6,0.4,2.19
USC00300063,"ALCOVE DAM, NY US",3,20.8,3.0,2.05,2.86,4.77,9.5,6.2,2.6,0.8,3.29
USC00300063,"ALCOVE DAM, NY US",4,22.1,2.9,2.03,2.9,4.06,10.3,7.0,2.5,1.1,3.63
USC00300063,"ALCOVE DAM, NY US",5,23.0,2.0,2.43,3.02,4.6,11.8,7.4,2.5,0.8,3.56
USC00300063,"ALCOVE DAM, NY US",6,21.1,2.5,2.32,3.92,5.5,11.6,8.0,3.0,1.0,4.32
USC00300063,"ALCOVE DAM, NY US",7,21.1,2.2,2.44,3.7,5.43,10.5,6.9,2.9,0.9,3.89
USC00300063,"ALCOVE DAM, NY US",8,21.6,2.2,2.41,3.62,4.94,10.5,7.1,2.3,0.9,3.73
USC00300063,"ALCOVE DAM, NY US",9,22.1,2.4,1.95,3.23,4.65,10.5,6.3,2.4,0.9,3.72
USC00300063,"ALCOVE DAM, NY US",10,21.5,2.2,2.17,3.27,5.28,9.9,6.5,2.6,1.1,4.1
USC00300063,"ALCOVE DAM, NY US",11,18.3,2.4,2.37,3.03,4.91,9.5,6.1,2.5,1.1,3.55
USC00300063,"ALCOVE DAM, NY US",12,16.6,2.3,1.61,2.98,4.47,9.0,5.6,2.2,0.7,3.1
USC00301152,"CANANDAIGUA 3 S, NY US",1,15.0,1.9,1.13,1.58,2.33,16.8,5.1,0.6,0.1,1.81
USC00301152,"CANANDAIGUA 3 S, NY US",2,16.1,2.5,1.19,1.58,1.93,13.6,4.8,0.6,0.1,1.58
USC00301152,"CANANDAIGUA 3 S, NY US",3,17.2,2.1,1.67,2.3,3.1,13.9,6.2,1.3,0.3,2.52
USC00301152,"CANANDAIGUA 3 S, NY US",4,19.4,2.2,2.15,2.69,4.15,14.6,7.1,1.9,0.3,3.12
USC00301152,"CANANDAIGUA 3 S, NY US",5,21.0,1.7,1.84,2.66,3.54,12.8,7.6,1.8,0.3,2.96
USC00301152,"CANANDAIGUA 3 S, NY US",6,20.0,2.1,2.22,3.37,4.54,12.8,7.9,2.4,0.8,3.5
USC00301152,"CANANDAIGUA 3 S, NY US",7,19.3,2.0,1.95,3.67,4.87,11.8,7.6,2.8,0.9,3.8
USC00301152,"CANANDAIGUA 3 S, NY US",10,17.8,1.8,1.89,2.64,3.85,14.7,6.8,1.7,0.4,2.99
USC00301152,"CANANDAIGUA 3 S, NY US",11,15.2,2.0,1.91,2.54,3.62,14.4,6.8,1.9,0.3,2.82
USC00301152,"CANANDAIGUA 3 S, NY US",12,13.5,2.2,1.39,1.83,3.06,15.0,6.1,1.1,0.3,2.22
USC00305679,"NEWARK, NY US",1,,,1.63,2.18,3.04,11.4,6.2,1.1,0.4,2.32
USC00305679,"NEWARK, NY US",3,,,1.71,2.46,3.85,9.1,5.7,1.7,0.3,2.66
USC00305679,"NEWARK, NY US",4,,,1.63,2.65,3.7,7.9,5.7,1.8,0.6,2.82
USC00305679,"NEWARK, NY US",5,,,1.83,2.4,4.17,10.3,7.0,2.0,0.3,3.08
USC00305679,"NEWARK, NY US",6,,,1.95,2.69,4.51,9.9,6.9,2.0,0.4,3.05
USC00305679,"NEWARK, NY US",7,,,1.81,2.76,5.18,9.2,6.8,2.3,0.7,3.41
USC00305679,"NEWARK, NY US",8,,,1.79,2.97,3.96,9.1,6.2,2.2,0.7,3.25
USC00305679,"NEWARK, NY US",9,,,2.5,3.55,4.28,10.1,6.7,2.3,0.8,3.38
USC00305679,"NEWARK, NY US",10,,,2.17,2.9,3.83,11.7,7.5,2.0,0.5,3.14
USC00305679,"NEWARK, NY US",11,,,2.54,2.91,3.63,10.0,7.1,1.9,0.6,3.18
USC00305714,"NEWCOMB, NY US",1,19.2,2.3,2.03,2.8,3.77,17.6,7.9,1.6,0.4,2.98
USC00305714,"NEWCOMB, NY US",2,21.8,2.9,1.84,2.43,2.87,13.9,6.9,1.5,0.4,2.61
USC00305714,"NEWCOMB, NY US",3,22.1,3.3,2.14,2.81,3.71,13.2,6.9,1.6,0.4,2.87
USC00305714,"NEWCOMB, NY US",4,20.8,2.8,2.15,3.08,3.72,12.7,7.1,2.0,0.3,3.11
USC00305714,"NEWCOMB, NY US",5,22.8,2.4,2.26,3.43,5.29,13.6,8.7,2.4,0.5,3.86
USC00305714,"NEWCOMB, NY US",6,21.2,3.5,2.57,3.7,4.49,13.6,8.7,2.5,0.5,3.88
USC00305714,"NEWCOMB, NY US",7,21.1,2.7,3.07,3.96,5.04,12.9,8.2,2.5,0.8,4.05
USC00305714,"NEWCOMB, NY US",8,19.7,2.1,3.12,3.96,5.0,12.6,7.7,2.6,1.0,3.92
USC00305714,"NEWCOMB, NY US",9,19.1,2.1,2.78,3.36,4.61,12.1,7.3,2.3,0.9,3.93
USC00305714,"NEWCOMB, NY US",10,18.7,2.6,2.95,3.96,5.58,13.7,8.5,2.5,0.8,4.23
USC00305714,"NEWCOMB, NY US",11,14.7,2.3,2.89,3.62,4.49,14.9,8.3,2.5,0.7,3.76
USC00306649,"PLATTE CLOVE, NY US",1,19.1,1.9,,,,,,,,4.55
USC00306649,"PLATTE CLOVE, NY US",3,22.3,2.4,,,,,,,,5.57
USC00306649,"PLATTE CLOVE, NY US",4,23.1,2.3,,,,,,,,4.8
USC00306649,"PLATTE CLOVE, NY US",5,23.6,2.1,,,,,,,,4.5
USC00306649,"PLATTE CLOVE, NY US",6,22.5,3.1,,,,,,,,5.42
USC00306649,"PLATTE CLOVE, NY US",8,22.9,1.9,,,,,,,,5.65
USC00306649,"PLATTE CLOVE, NY US",9,22.4,2.1,,,,,,,,5.97
USC00306649,"PLATTE CLOVE, NY US",10,21.4,2.1,,,,,,,,6.09
USC00306649,"PLATTE CLOVE, NY US",11,18.5,2.1,,,,,,,,4.74
USC00306649,"PLATTE CLOVE, NY US",12,17.1,1.4,,,,,,,,6.07
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",1,23.4,2.6,,,,,,,,2.13
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",3,24.4,2.1,,,,,,,,2.28
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",4,24.5,3.1,,,,,,,,2.89
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",6,25.0,2.5,,,,,,,,3.85
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",7,24.9,1.7,,,,,,,,4.19
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",8,25.1,1.6,,,,,,,,4.15
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",9,25.0,2.8,,,,,,,,3.29
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",10,22.2,2.4,,,,,,,,4.05
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",11,19.7,3.8,,,,,,,,3.35
USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",12,19.9,3.5,,,,,,,,2.29
USC00303050,"FREEVILLE 1 NE, NY US",1,,,1.08,1.75,2.63,13.9,5.3,0.8,0.1,1.97
USC00303050,"FREEVILLE 1 NE, NY US",2,,,1.27,1.82,2.49,11.1,5.2,0.9,0.1,1.97
USC00303050,"FREEVILLE 1 NE, NY US",3,,,1.69,2.48,3.34,11.8,6.6,1.6,0.3,2.61
USC00303050,"FREEVILLE 1 NE, NY US",5,,,2.23,3.25,3.89,13.4,8.5,2.2,0.5,3.54
USC00303050,"FREEVILLE 1 NE, NY US",8,,,2.37,3.6,4.57,11.5,7.6,2.5,1.1,3.77
USC00303050,"FREEVILLE 1 NE, NY US",9,,,2.58,4.19,4.89,11.3,7.4,2.8,1.0,3.99
USC00303050,"FREEVILLE 1 NE, NY US",11,,,2.64,3.07,3.95,12.9,7.1,1.9,0.5,3.2
USC00303050,"FREEVILLE 1 NE, NY US",12,,,1.72,2.44,2.78,13.1,6.5,1.2,0.3,2.41
USC00301708,"CONKLINGVILLE DAM, NY US",3,20.5,2.2,2.95,3.85,4.57,11.5,7.3,2.8,1.0,3.82
USC00301708,"CONKLINGVILLE DAM, NY US",4,21.3,2.4,2.67,3.64,5.43,11.0,7.5,2.4,0.7,3.96
USC00301708,"CONKLINGVILLE DAM, NY US",5,21.2,2.2,2.57,4.44,5.4,13.0,7.9,2.8,1.0,4.29
USC00301708,"CONKLINGVILLE DAM, NY US",6,19.8,2.5,2.76,3.98,5.14,12.1,8.2,3.0,1.0,4.29
USC00301708,"CONKLINGVILLE DAM, NY US",7,19.2,2.0,2.76,4.3,5.19,10.6,6.9,3.2,1.2,4.2
USC00301708,"CONKLINGVILLE DAM, NY US",8,19.2,1.8,2.74,3.5,5.15,9.5,6.3,2.9,1.2,4.0
USC00301708,"CONKLINGVILLE DAM, NY US",10,19.1,2.1,2.5,3.15,5.57,10.9,7.3,2.7,0.9,4.32
USC00301708,"CONKLINGVILLE DAM, NY US",11,16.6,1.8,2.66,3.83,4.88,11.4,7.3,2.6,1.0,3.89
USC00301708,"CONKLINGVILLE DAM, NY US",12,16.2,2.4,2.39,3.76,4.83,12.5,7.5,2.6,0.9,3.93
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",1,18.4,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",2,19.7,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",3,19.8,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",4,21.3,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",5,24.5,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",6,22.0,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",7,22.2,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",8,21.4,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",9,21.5,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",10,21.1,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",11,16.8,,,,,,,,,
USW00064775,"ROME GRIFFISS AIRFIELD, NY US",12,14.9,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",1,21.0,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",2,19.9,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",3,19.3,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",4,21.1,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",5,22.7,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",6,21.9,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",7,21.5,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",8,21.9,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",9,22.4,,,,,,,,,
USW00064776,"PLATTSBURGH INTERNATIONAL AIRPORT, NY US",12,16.8,,,,,,,,,
USC00301309,"CENTERPORT, NY US",1,13.2,,,,,,,,,3.74
USC00301309,"CENTERPORT, NY US",2,14.8,,,,,,,,,3.0
USC00301309,"CENTERPORT, NY US",3,16.4,,,,,,,,,4.2
USC00301309,"CENTERPORT, NY US",4,18.8,,,,,,,,,4.49
USC00301309,"CENTERPORT, NY US",5,19.1,,,,,,,,,4.18
USC00301309,"CENTERPORT, NY US",6,17.9,,,,,,,,,4.21
USC00301309,"CENTERPORT, NY US",7,16.2,,,,,,,,,3.96
USC00301309,"CENTERPORT, NY US",8,15.4,,,,,,,,,3.94
USC00301309,"CENTERPORT, NY US",9,14.7,,,,,,,,,4.45
USC00301309,"CENTERPORT, NY US",10,14.5,,,,,,,,,4.56
USC00301309,"CENTERPORT, NY US",11,13.5,,,,,,,,,3.82
USC00301309,"CENTERPORT, NY US",12,12.8,,,,,,,,,4.17
USC00309000,"WATERTOWN, NY US",1,19.0,2.7,2.26,3.04,3.91,17.2,9.6,1.5,0.2,3.21
USC00309000,"WATERTOWN, NY US",3,18.5,1.9,1.47,2.68,3.7,12.6,6.9,1.6,0.2,2.69
USC00309000,"WATERTOWN, NY US",4,19.0,2.4,1.91,3.39,4.49,12.2,7.7,1.9,0.5,3.29
USC00309000,"WATERTOWN, NY US",5,19.8,1.9,2.15,3.22,4.85,13.2,8.2,2.2,0.6,3.57
USC00309000,"WATERTOWN, NY US",6,18.8,2.0,2.08,3.48,4.47,12.5,7.8,2.3,0.5,3.48
USC00309000,"WATERTOWN, NY US",7,18.2,1.4,2.13,3.01,4.61,10.5,6.6,2.0,0.7,3.42
USC00309000,"WATERTOWN, NY US",8,18.6,1.5,2.4,3.97,4.88,10.9,6.9,2.6,1.2,3.89
USC00309000,"WATERTOWN, NY US",9,19.3,1.8,3.0,3.78,5.3,12.2,8.1,2.8,0.8,4.22
USC00309000,"WATERTOWN, NY US",10,17.9,1.8,3.24,3.68,6.46,14.2,9.3,3.0,0.7,4.43
USC00309000,"WATERTOWN, NY US",11,16.2,1.8,3.43,4.26,5.92,15.3,10.2,3.2,0.7,4.58
USC00309000,"WATERTOWN, NY US",12,16.2,2.6,2.45,3.59,4.3,17.2,10.3,2.0,0.3,3.72
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",2,21.5,2.5,1.87,2.27,3.32,9.1,6.2,1.6,0.4,2.66
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",3,22.6,2.3,2.78,3.26,4.17,10.7,6.9,2.5,0.7,3.57
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",4,24.2,2.7,1.93,3.61,4.86,10.8,6.6,2.2,0.9,3.78
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",5,24.9,2.1,2.68,4.14,5.51,12.5,7.9,2.8,1.2,4.41
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",6,23.8,2.7,2.84,3.99,6.07,12.2,8.0,3.1,1.0,4.43
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",7,23.5,2.3,3.27,4.17,5.53,10.3,7.1,3.1,1.2,4.65
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",9,23.9,2.9,1.98,3.07,6.29,9.3,5.8,2.4,1.1,4.28
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",10,24.0,2.1,2.03,3.84,5.85,9.1,6.2,2.8,1.3,4.47
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",11,21.3,2.3,2.04,3.36,4.78,9.7,6.1,2.6,0.8,3.47
USW00014757,"POUGHKEEPSIE AIRPORT, NY US",12,18.5,2.1,2.08,3.4,4.72,10.5,7.0,2.6,0.6,3.53
USC00308670,"UNADILLA 2 N, NY US",1,,,1.56,2.61,3.53,13.9,6.3,1.6,0.3,2.63
USC00308670,"UNADILLA 2 N, NY US",2,,,1.54,2.16,3.13,12.2,6.1,1.4,0.3,2.35
USC00308670,"UNADILLA 2 N, NY US",3,,,2.7,2.96,4.0,12.5,7.3,1.9,0.6,3.24
USC00308670,"UNADILLA 2 N, NY US",5,,,2.43,3.57,4.58,13.4,8.2,2.3,0.5,3.69
USC00308670,"UNADILLA 2 N, NY US",6,,,2.74,4.54,5.22,13.5,8.0,3.0,0.8,4.26
USC00308670,"UNADILLA 2 N, NY US",7,,,2.84,4.82,5.31,11.8,7.8,3.1,0.9,4.37
USC00308670,"UNADILLA 2 N, NY US",8,,,2.5,3.45,4.83,10.7,7.0,2.4,0.9,3.61
USC00308670,"UNADILLA 2 N, NY US",9,,,2.56,3.39,4.91,11.2,7.4,2.6,0.8,4.03
USC00308670,"UNADILLA 2 N, NY US",10,,,2.37,3.18,5.1,12.2,7.4,2.2,0.9,3.8
USC00308670,"UNADILLA 2 N, NY US",11,,,2.22,3.53,4.35,13.2,7.2,1.9,0.7,3.43
USC00308670,"UNADILLA 2 N, NY US",12,,,2.13,2.68,3.47,13.1,7.1,1.5,0.5,2.94
USC00300732,"BLOOMINGBURG 2 SW, NY US",1,16.9,,,,,,,,,3.38
USC00300732,"BLOOMINGBURG 2 SW, NY US",2,21.1,,,,,,,,,3.31
USC00300732,"BLOOMINGBURG 2 SW, NY US",3,19.8,,,,,,,,,3.77
USC00300732,"BLOOMINGBURG 2 SW, NY US",4,21.8,,,,,,,,,4.48
USC00300732,"BLOOMINGBURG 2 SW, NY US",5,22.3,,,,,,,,,4.72
USC00300732,"BLOOMINGBURG 2 SW, NY US",6,21.8,,,,,,,,,4.5
USC00300732,"BLOOMINGBURG 2 SW, NY US",7,21.9,,,,,,,,,4.32
USC00300732,"BLOOMINGBURG 2 SW, NY US",8,19.8,,,,,,,,,4.17
USC00300732,"BLOOMINGBURG 2 SW, NY US",9,20.8,,,,,,,,,5.58
USC00300732,"BLOOMINGBURG 2 SW, NY US",10,20.8,,,,,,,,,4.46
USC00300732,"BLOOMINGBURG 2 SW, NY US",11,18.6,,,,,,,,,4.01
USC00300732,"BLOOMINGBURG 2 SW, NY US",12,16.2,,,,,,,,,4.31
USC00301424,"CHEPACHET, NY US",1,,,2.07,2.45,3.21,18.6,7.5,1.1,0.3,2.72
USC00301424,"CHEPACHET, NY US",2,,,1.54,2.21,3.09,14.7,6.6,1.0,0.1,2.31
